vin|streetName|vehicleMake|reportedDate
2ZXLL8GMQV621732|KAIHOOLULU ST|jaguar|4/18/2014
1BRRX32UWQP421232|KAIHOOLULU ST|mazda|1/9/2012
5HBMD34CCDE363680|KAAHUMANU ST|mitsubishi|1/16/2012
2KGDO12UREZ901087|KAAHUMANU ST|peugot|10/20/2013
2XWNT27HSHW405061|ANANIA DR|mazda|7/2/2017
5RDIP29XTIH223549|LANAKOI ST|mitsubishi|6/2/2014
3IJKV40RUDJ347321|DATE ST|honda|4/14/2017
3YDLM7TEYK679718|WAIPAHU ST|peugot|8/28/2014
2PZTF87EIWY324268|AIALII ST|subaru|4/15/2017
2JNFK41RAVW203815|WAAULA ST|mercedes-benz|10/16/2015
1EOEO42SHKK80067|ST LOUIS DR|volvo|5/10/2011
3OJGB39ORZK461629|ST LOUIS DR|renault|12/16/2015
3JKUX69JZUR570780|KILINAHE ST|mercury|11/26/2017
4UYEG87KMVL185954|COOLIDGE ST|audi|10/25/2017
2ZZTT80AVLL953095|COOLIDGE ST|volvo|10/21/2015
3RPQV8KGDF903989|HOLOIMUA ST|volvo|1/24/2014
1WZCT30BLAT988622|MILILANI ST|peugot|8/3/2016
5ZOAC85GHCA274944|KINAU ST|renault|5/28/2011
5BTVI46MBWZ647507|SCHOOL ST (NORTH)|volkswagen|8/20/2012
5IWIO14COLO597816|KUKUI ST (NORTH)|renault|9/30/2017
3PWTX63CDBA946286|MAKALEKA AVE|isuzu|6/28/2013
2JOYT40YAVN475371|MAKALEKA AVE|chevrolet|10/26/2012
1SCJE7TNFO858578|NANEA ST|nissan|6/7/2017
3SUHS60PWLX547297|KOAUKA ST|nissan|3/10/2015
5WHLE94CAVV556687|KOAUKA ST|peugot|6/16/2012
2SIAK2QFUW108132|KOAUKA LP|saab|8/23/2014
5LSIT74PXRO746156|KOAUKA LP|renault|4/26/2016
2BQDB76IOZF410625|KOAUKA LP|plymouth|8/5/2015
4KPMK38WYTO401051|NOLA ST|alfa-romero|5/21/2015
5TTJJ21GTIH495970|NOLA ST|toyota|9/22/2016
2JORP60WNTN628058|NOLA ST|alfa-romero|7/12/2014
3WNCK7VXFJ463393|NALANI ST|bmw|8/22/2017
1KKZE7IRAG442396|NALANI ST|nissan|4/25/2015
1OGNP75EUXO202827|NALANI ST|alfa-romero|6/22/2013
2AREC37XRFE184493|BROKAW ST|renault|12/17/2013
2CKRG47KQRE250599|WAILAWA ST|subaru|7/23/2017
4KHYE76XBWP10929|OHEKANI LP|mitsubishi|11/4/2013
4ZFIT49MYTB213016|9TH AVE|bmw|1/22/2011
2QZJM6LBDH319140|OHEKANI LP|porsche|5/13/2017
1STRL63NEZZ614767|HEKILI ST|porsche|5/23/2012
3NLSH61GNGP67359|KOALIPEHU ST|renault|1/21/2016
4LFAE93KKLY238629|GREGORY ST|mitsubishi|9/27/2012
5SYTL32KEHD402921|KEPAUALA PL|renault|8/9/2015
4HJTU67MDLI884302|WAIMAKUA DR|renault|11/11/2017
2LZSO57IHTT841007|PUPUOLE ST|mitsubishi|8/16/2012
2GOUR62NNLJ333453|KUAHAKA ST|volkswagen|6/23/2013
5DQLN92LMAK138351|HAUULA HMSTD RD|subaru|8/19/2015
4CQMT35LTEA725298|PUPUKAHI ST|peugot|6/3/2011
3COFP60VSON479324|AHUIMANU RD|nissan|2/7/2012
1OYXX72LMIS219932|KALAEPAA DR|audi|1/29/2014
4GKSE43MMZZ823249|NALANI ST|subaru|10/7/2014
1JDZH78AMAL929805|MAUNALOA AVE|audi|5/12/2016
2BGOS93VFVH291869|KAHUANANI ST|jaguar|3/29/2017
2GUBJ2KECS16013|PULELO ST|porsche|2/5/2012
1KJXJ61XUEQ71346|HALEAKALA AVE|mercedes-benz|9/14/2015
1TDLQ55UEXJ31794|PULELO ST|volkswagen|6/23/2012
5YTGC35BECJ977126|LOKO DR (WAHIAWA)|toyota|8/4/2012
4NZFL63VQKK546582|LOKO DR (WAHIAWA)|renault|11/10/2014
5MQIV14MPTU685537|LOKO DR (WAHIAWA)|dodge|5/5/2012
5MUXI48JLJZ943785|MAKAWEO AVE|subaru|11/10/2013
5SKCA60OXPQ531851|EMERSON RD|porsche|2/7/2016
4DGLG32YXOW722197|9TH AVE|bmw|9/9/2012
2OJXS21UEQY49112|HAAKOA PL|mazda|4/10/2017
3AFMD76KWVM457491|HOIHOI AVE|mercury|7/24/2011
3WHNY65IZWC125599|HOIHOI AVE|jaguar|4/6/2012
1FRVO80VSGY119959|HAAKOA PL|nissan|9/19/2011
3FKCP96LPDG255415|POLINA PL|mazda|8/23/2011
1LZYB93QGLL24342|CIRCLE MAUKA PL|volkswagen|6/7/2015
2VFYX80GUZD237107|HAAKOA PL|alfa-romero|11/8/2014
1JHIH35WNUT99627|HAAKOA PL|mitsubishi|4/1/2016
5GIDG68KYZN529786|HAAKOA PL|bmw|3/22/2011
5ITDZ96GXSB595432|HAAKOA PL|nissan|7/12/2016
2YJMU70PWTG38462|HAAKOA PL|alfa-romero|1/16/2012
5KWDG68EKFX428298|PELELEU ST|alfa-romero|3/31/2011
1QQXN80ONYD217151|KEWALO ST|volvo|9/10/2012
3EQKI71JIMT46049|NANEA ST|mercury|10/1/2011
3TEYT86RZGH523352|MANAMANA PL|volkswagen|3/21/2015
5VZND92GAWX695988|KUANOO ST|volvo|7/29/2017
3JYXL89BLVF341992|ISENBERG ST|peugot|7/25/2013
2LNZL81CEGE352183|MAKINI ST|mercedes-benz|12/25/2016
1MPSQ77KQTZ252084|WAIAWA RD|volvo|1/5/2017
5MTYE82YQYC591114|WAIAWA RD|alfa-romero|11/25/2015
3AYPV89GTXF548009|BROKAW ST|peugot|6/28/2014
2JSQR82QQKA1265|INOAOLE ST|renault|4/22/2012
3EIOX86VZGP381425|NALANI ST|chevrolet|12/17/2012
4CAGD78ZPNM593981|8TH AVE|honda|3/2/2016
1XCIF50GKXK207799|HAWAII KAI DR|alfa-romero|5/27/2011
3MUZG49KJYM62356|WAIMANO HOME RD|dodge|3/21/2014
2SKVU39VJQG167805|OLOLANI ST|plymouth|10/10/2015
5DQAC51BNUQ675945|WAIPAHU DEPOT ST|volkswagen|6/26/2012
3BHWS75BFRM154472|WAIPAHU DEPOT ST|isuzu|12/19/2015
4BPZU51OMAH80025|LAULA WAY|plymouth|12/27/2016
4KGKM37DIFY211855|WAIPAHU DEPOT ST|jaguar|9/19/2016
5APLV91VYBE41223|WAIPAHU DEPOT ST|mercury|7/3/2014
5UYXI95IWEV516178|WAIPAHU DEPOT ST|dodge|4/17/2014
4CKZR28CFVI336163|WAIOLI ST|subaru|5/13/2014
2ABFW4DLID595007|KULAULI ST|toyota|6/21/2013
3SNRD57BVPP921126|KIPUKA PL|peugot|1/17/2015
3XQHE31UTQL347652|KAHUHIPA ST|renault|8/7/2016
5BDEU46MYTH760290|DOLE ST|mercedes-benz|11/28/2011
2WIWA59DCUP17289|PAPIPI RD|volkswagen|10/31/2012
4RQBB32LZTZ784927|KALALOA ST|nissan|3/14/2011
5CJEJ0WWIJ455469|NALII ST|peugot|7/27/2014
4ORPP48TMNK801311|PALOLO AVE|audi|11/9/2013
2HNIP9IQPG164658|PALOLO AVE|mercedes-benz|11/9/2013
3XTEX16AITI683649|LUMIHOAHU ST|honda|3/28/2016
4HAOM70UTHV479157|KANUKU ST|saab|4/27/2015
5RZXW33EXHV722717|LIKINI ST|jaguar|12/29/2016
2DMFE45THCA229154|LIKINI ST|mitsubishi|5/28/2017
2TQNM5EVLB953858|LIKINI ST|renault|12/15/2014
4OCGI33JMYV185889|HALEHAU ST|jaguar|4/6/2015
4DXXX50HGAF310574|HINA ST|isuzu|1/8/2013
3EPEM90YKMK71550|AHUA ST|porsche|4/18/2012
1DWLK58AOHR194750|KILOHOKU ST|honda|5/13/2013
1OYSO9IYYJ479899|KILOHOKU ST|volvo|11/6/2014
4LNLE24PMLL643118|7TH AVE|porsche|3/15/2011
2PVLG58JNCE362270|INIKI PL|honda|3/15/2016
5WHBR92ETLQ501928|PUANA ST|bmw|12/20/2015
3DGUX29YCNJ126149|MONSARRAT AVE|isuzu|8/8/2016
5OAJD81KGWT615017|UMENA ST|volvo|2/5/2014
1CRXX40PQWO718794|PUNAA ST|dodge|4/26/2011
3UOAH85OYDA514708|WAILOHIA PL|volkswagen|6/6/2015
1YGQU97WULE730400|KALANIIKI ST|nissan|8/30/2017
2QIWN3QKRY48850|NOHOPAA ST|mercedes-benz|5/15/2013
1BPSG47RMDM436247|SCHOOL ST (NORTH)|bmw|4/14/2011
2RHDP23PFYG611806|CATHERINE ST|toyota|3/27/2012
1SIPX83LISQ844936|AULII ST|saab|10/25/2017
3HAOU64BMWA242943|APELE ST|mazda|7/18/2015
4DXTV49XADU551239|LANIKAULA ST|nissan|12/15/2014
2PSJE81AUGI911063|LANIKAULA ST|mitsubishi|5/1/2016
4FRAR88SMMP673011|LANIKAULA ST|mitsubishi|4/13/2016
4LTEH52DDLW895208|LANIKAULA ST|audi|3/4/2011
3IQEU75ZAJT418588|LANIKAULA ST|saab|12/22/2011
5YXLX77IKPG398378|KIPAPA DR|saab|8/27/2012
4VZWW19ZBLT183759|COLBURN ST|alfa-romero|2/24/2015
3LQOW17HGSM627110|MCNEILL ST|mazda|10/24/2016
1KTRU77GUGX724481|DILLINGHAM BLVD|renault|4/30/2012
2JCAZ78SWCF92794|COLBURN ST|toyota|8/20/2011
1RQDE89XENE468095|LUMIHOAHU ST|porsche|6/15/2016
1KNFI9PUON532520|MAKALEKA AVE|toyota|9/22/2014
1SDJF64EJQT348492|KAM HWY|saab|11/7/2011
3NQUG54ZFHY828319|WAIPAHU ST|subaru|5/29/2012
5VAWU60UWTH9772|WAIPAHU ST|toyota|10/26/2014
5BSAA26IZJX714615|KAKOI ST|dodge|10/26/2011
3RXOD81BDJL818165|KAKOI ST|mercury|3/24/2015
2HKSZ89YWCC744436|KAKOI ST|dodge|12/11/2013
2RUFY67EYFT947888|LIHOLIHO ST|isuzu|9/11/2015
5RIME64ITQL594316|KAKOI ST|mitsubishi|5/10/2014
3UYPI76MSCX485890|PUALALEA PL|isuzu|8/29/2017
4PRXL29YQMJ359213|PUALALEA ST|dodge|2/2/2014
4UBZB52NKJA823810|ALAPAI ST|porsche|2/29/2016
3ZNFI11CJSH302315|ALAMIHI PL|nissan|7/5/2015
1MYEV82UZPR477458|LEILEHUA LN|renault|6/11/2016
3MSFO99HHKH822934|ALAKOA ST|porsche|7/3/2013
1XBKO67TSOJ7166|MALIONA ST|peugot|8/4/2011
2QPBD38GXGE687177|LULUKU RD|jaguar|5/30/2015
1CSHA64DHVA254378|LUMILOKE ST|dodge|7/17/2011
3TSNS33VWKR855038|ALA LAULANI|isuzu|3/14/2012
1VVWW42SIFO926062|AKAKA PL|chevrolet|7/29/2013
5JSBC76PRVT636645|KALUAMOI PL|renault|8/15/2012
4NEFA91EYHQ589425|KAAHA ST|dodge|6/5/2016
1ICTS66WCJD78064|KUWALE RD|bmw|10/12/2017
1ZVJE36CARI673543|10TH AVE|mercury|1/14/2013
2WJQP78MSHE252822|KAIELEELE ST|mazda|1/27/2012
2GCSR78WSCP889838|ANAPUNI ST|mitsubishi|9/3/2016
5EAIS54FYBM798555|CHARLES ST|volvo|2/2/2015
2JGSW71JRHH867468|KEOLU DR|jaguar|1/19/2012
4LEUL77MVRK852792|DOMINIS ST|subaru|8/23/2017
3PQQM16YLUK656431|AUIKI ST|chevrolet|3/20/2016
5YYML51FBOB371771|AUIKI ST|chevrolet|1/15/2016
4YADH84IVYZ987500|SPRECKELS ST|subaru|11/15/2016
5GBPS72XKDL958199|DOMINIS ST|mazda|7/28/2015
3EDBR12ATWA102988|DOMINIS ST|alfa-romero|7/7/2017
2PNZG36ZCAE834592|DOMINIS ST|subaru|11/17/2012
5BSYH28SOZS437485|ANAPUNI ST|subaru|4/1/2013
1PJTZ72LJFT124676|HALEKOA DR|toyota|11/28/2016
4LKYY84IXMN45640|ALA MAHAMOE|plymouth|8/11/2011
4LTLW84CQNO819026|MALUHIA ST|dodge|11/4/2016
1SRJV54VXZV96218|AIALII ST|mercury|2/23/2016
2BRWR19UYLS159822|9TH AVE|mitsubishi|5/6/2015
5MYUY52MXBO729194|OHAI ST|subaru|7/19/2014
4OCPC34YBMM750699|HOAILONA PL|toyota|6/17/2014
3ZSYQ70UUXB358881|HUNAKAI ST|jaguar|11/20/2015
1BDYK98PUEF936279|LAHILAHI ST|chevrolet|11/12/2011
4SWAV15OVFG9283|ALA WALUA ST|chevrolet|3/3/2011
1KZUH92KCVG993372|ALA WALUA ST|volkswagen|10/11/2011
2OMNM74BNLI944295|ALA WALUA ST|alfa-romero|9/23/2012
3KVOQ5MMDH164587|ISENBERG ST|honda|6/22/2016
2QFRF71LRNA115969|ALA WALUA ST|audi|1/25/2012
1UGCG43EDHK245482|ALA WALUA ST|isuzu|9/29/2017
5ROWL71YQZG651142|RIVER ST|mercedes-benz|4/9/2016
2WAQG90SIEE169236|KINAU ST|isuzu|2/17/2011
1UWYJ22WPVB659082|YOUNG ST|volvo|1/24/2016
2XXWU69HYNJ775709|KEAULANA AVE|alfa-romero|10/31/2014
4NCRA18PTRV547725|AIALII ST|toyota|4/19/2016
1SSJD11YEHH642321|MOKULELE DR|porsche|1/27/2012
4RWIO56DMPE590418|MAKAHIO ST|chevrolet|5/17/2017
4KVGF79DBUK211905|WILHELMINA RISE|dodge|9/29/2013
2ZUYE7LUPH909688|ALA POHA PL|subaru|2/23/2013
1SRXG47SCCI879983|ALA POHA PL|jaguar|2/19/2011
1JHPJ85ZSYU632045|LANAKOI ST|mitsubishi|11/23/2012
4ZZCA53NIZC110076|LANAKOI ST|nissan|1/20/2016
3NYMP81NOTE945059|LANAKOI ST|subaru|2/22/2016
4RXIP48TIFI124809|ULUPUNI ST|honda|8/14/2012
1NQEA81FAWO453971|ULUPUNI ST|mercury|3/22/2015
1UNXA18UJUC836745|VARSITY CIR|mazda|8/5/2011
1IFFE72UETS599431|AUMOAE ST|bmw|12/30/2015
2WBWS37QXTG889008|WAILEPO ST|isuzu|7/26/2014
4FRYJ1PTHN824085|KAKALA ST|subaru|4/3/2011
2ICXI46BORY906773|NAMAHOE ST|saab|9/7/2012
4FVCQ96AYIB863019|NAMAHOE ST|jaguar|10/19/2014
5YBSH82WIXI589574|MACHADO ST|volkswagen|9/13/2012
5UBCA96OFVU384627|KEAKA DR|alfa-romero|1/21/2014
3XXND2WCSV172177|AKIHILOA ST|saab|3/26/2016
5RJTH0NRQS989152|ANAPUNI ST|saab|1/29/2016
4MJRI83WAGQ19132|WAIPIO UKA ST|renault|12/20/2012
4AXUR87WATU827997|HIENA PL|mercedes-benz|11/22/2012
1YPEE67ZTTH314648|KEAKA DR|plymouth|3/5/2012
4PVLH1MZML31090|HAKIMO RD|mercedes-benz|11/26/2011
4WLVD26QDHX640079|HAKIMO RD|alfa-romero|11/25/2015
1NYCE99LITT106960|LUMIALANI ST|honda|5/12/2013
4VPNX57UHLB121878|MAKAKILO DR|volkswagen|7/31/2013
3VNBH35KWBD284276|6TH AVE|subaru|7/30/2016
5QONI30QXOS832647|HAUULA HMSTD RD|saab|6/23/2016
2PBEY24OCZP238961|NIMITZ HWY (NORTH)|plymouth|10/8/2017
1LNLY48ZIJC308631|KANEAKI ST|nissan|9/29/2016
4URNH8RCNC555340|WAIOMAO RD|toyota|7/6/2017
5KLGT88ZHWH920304|WAIAKAMILO RD|renault|9/6/2013
2XHXM70TUNE519082|ALA KAPUA|porsche|8/1/2014
1RFNK53BZKU347405|WAIAKAMILO RD|volkswagen|3/5/2012
2WYZE24EKQF219585|PUEONANI ST|subaru|7/16/2017
4NTSN34NTZK428160|KAEKAE ST|renault|11/14/2015
2WGNK4HARS978217|KAEKAE ST|volkswagen|9/12/2014
2DRKM57PNZC532488|HOOMAIKE ST|volvo|1/4/2016
4QVPF20NBEG943590|MAKAPIPIPI ST|subaru|6/13/2013
3ITGW90OHBH291262|MAKAPIPIPI ST|dodge|6/30/2016
1CTGB53WSZC317517|HOOMAIKE ST|porsche|4/26/2016
4ATXK19SUUQ963362|HOOMAIKE ST|bmw|4/8/2014
1XWHF39CNQW550546|HOOMAIKE ST|bmw|8/25/2014
5AIWP43SBGU618194|MOELIMA ST|mercury|7/31/2017
4SNYQ22BKKL882245|LAKEVIEW CIR|saab|10/14/2013
3CZTP4ROMK326971|KALALOA ST|chevrolet|3/2/2016
4DBNV54JTBG96021|AU ST|nissan|3/21/2016
2ZPSM14HROA36404|MAGAZINE RD|mitsubishi|5/20/2017
1KXYV98YKOE401538|MEAHALE ST|honda|12/11/2013
4PNWH65ECZG772748|KIPAPA DR|isuzu|7/28/2014
2TTZZ66UVOR517169|PORTLOCK RD|audi|1/29/2015
3YUKT20YYXS91254|LEIALOHA AVE|nissan|10/31/2017
3EFKA26LEBX791170|ELM ST|mercedes-benz|10/4/2016
2PFMD46YCUY822724|ELM ST|alfa-romero|4/30/2014
2MLOG37VYMS241013|WAIKALUA RD|mazda|3/7/2017
5XHPI36NLRD800215|HOIO ST|toyota|3/13/2016
5QXUX47SZSB857351|ALLAN PL|chevrolet|11/3/2012
1MFSK89AEFR680465|ALA AMOAMO|honda|4/2/2015
1TGQD44SXPD893321|ANAPUNI ST|mitsubishi|10/12/2015
1XDFD29YDRI734436|ANAPUNI ST|mercedes-benz|4/26/2017
2EFJM5YFIX420308|ANAPUNI ST|chevrolet|6/24/2017
1ELJP49VBEA606334|ANAPUNI ST|toyota|9/2/2017
4OZFN67HZGR543592|ANAPUNI ST|alfa-romero|11/8/2012
3DGAA93TIIE607199|ANAPUNI ST|porsche|6/24/2016
3FJWY23AASH193697|ANAPUNI ST|subaru|1/31/2012
5ESCM85QNRU459468|ANAPUNI ST|chevrolet|4/24/2013
4VDXU8QMLL432000|ANAPUNI ST|nissan|12/26/2017
2PTIX37XVLY105036|ALAPAI ST|jaguar|1/30/2017
5CFRC57JTND353110|KIKOWAENA PL|jaguar|2/23/2013
2USRY21RUDU553989|KIKOWAENA PL|peugot|12/7/2016
5UILL16XBOQ587047|OKANA PL|honda|1/3/2016
3PYUZ38QZLB699235|ANAPUNI ST|nissan|1/20/2016
4YKVJ50VPWE69379|DOMINIS ST|renault|10/14/2013
3YFKP97JARG332708|DOMINIS ST|plymouth|8/2/2017
5MUBC12PLHQ209948|DOMINIS ST|alfa-romero|8/27/2014
2CXYY54UPNP940702|MAKIKI ST|mitsubishi|8/18/2016
5HVBZ78KDSU578298|KAIOLI ST|dodge|7/13/2015
1NZUF78KBLC170849|KINA ST|saab|4/29/2012
4QBOZ87AHQG516520|KAIOLI ST|nissan|2/11/2013
4BGCV62WIOY860872|KILAHA ST|alfa-romero|3/13/2015
1DIBM17TLWW864970|KILAHA ST|isuzu|5/13/2015
2CNQH59KLTJ741518|KILAHA ST|renault|3/13/2017
3BIQN15OIAJ643431|ISENBERG ST|volvo|7/14/2013
3EZKI23BGIP844989|KEONEKAPU ST|mazda|3/13/2014
3CMJL49KWGR466203|PUIWA RD|jaguar|8/31/2012
3RZQM98RKSR357876|KAIKAUHAA ST|volvo|9/7/2017
1EOUW7TIOB299022|BERETANIA ST (SOUTH)|chevrolet|12/5/2014
1YVHV73NCNN632957|KEALOHI ST|subaru|4/4/2011
2KVMN30GNXU696576|ELM ST|alfa-romero|12/30/2012
2BEYO87NJOO927983|WAIPUKA ST|alfa-romero|5/4/2012
3UPBO45NBNN790925|WAIMAKUA DR|toyota|1/11/2014
3CFKZ55ILCR302180|WAILAWA ST|audi|6/14/2017
1RBRR60INBR221337|FORT WEAVER RD|mercedes-benz|3/25/2011
3ISLX45CKWU708556|FORT WEAVER RD|volkswagen|2/18/2014
2UMTK97GNTZ408215|FARRINGTON ST|jaguar|1/8/2017
1XCFR19KWIZ635909|AIEA HTS DR|alfa-romero|8/26/2016
4HIPG9USNO498925|AIEA HTS DR|mazda|5/30/2012
4VDUS11DOZD296035|HILLSIDE AVE|chevrolet|3/4/2016
5LZDO15SLYT775900|OOHAO ST|renault|7/1/2016
2YVBB3EGKZ325922|KAPAHU ST|bmw|6/22/2011
3NAPE35PGEU831064|PAHOA AVE|isuzu|3/8/2016
4EPKY21DDLU321188|ALA POHA PL|isuzu|2/21/2017
4RJYR84KZJW643052|HOOLI CIR|subaru|3/28/2015
5DLWZ46HDLZ193926|HOOLI CIR|peugot|1/5/2015
3HFLE86UJER615593|PUUKU MAUKA DR|plymouth|7/27/2016
3YVFG91UKQK908502|PUUKU MAUKA DR|saab|1/11/2017
5XLHI86FPDB332220|ULEHAWA RD|mazda|1/17/2015
2JEMT65XWJO719508|OAHU AVE|isuzu|3/5/2017
5FFCE71BGAY147320|KIKOO ST|toyota|9/5/2017
2YHUA38RYFU353826|ST JOHNS RD|porsche|7/21/2011
5QLOP57UDJO741282|PUU KULA DR|chevrolet|9/2/2011
4JNOT43CDUP114609|PULOKU ST|renault|7/8/2011
5VSDH77XLQX882861|KAAHUMANU ST|porsche|2/18/2013
1CQLL21AGCI531768|UKIUKI PL|mitsubishi|8/1/2011
1OZET42QHHA60748|MANUKU ST|honda|12/14/2012
4AXNS69YMUG233077|MANUKU ST|volvo|4/13/2011
3KMQI40COUZ17397|MANUKU ST|mercedes-benz|2/20/2015
5KYOA3BTWS237225|PUA LN|honda|8/30/2016
2CMVD97EHXH937390|HALAI ST|mitsubishi|10/24/2014
2ICFT85LRRN378079|HALAI ST|mazda|5/27/2012
5ETCR14XQLN272990|PAHUKUI ST|mercury|5/21/2016
4BKAQ34FGHD45677|HALAI ST|volkswagen|9/24/2017
4IFCK6HNQU531958|HALAI ST|mitsubishi|1/31/2015
4SVWJ44POHX794848|PALENA ST|renault|10/23/2011
3GFUQ0OEBG589462|MAHIE ST|saab|11/27/2013
1QTCD40MYVK849925|KOAUKA LP|honda|7/23/2016
4WUAU84KNCC786717|ALA NAPUNANI|peugot|10/28/2015
2VTVS87JUNI642184|ALA NAPUNANI|mitsubishi|8/28/2017
2RRBT15OLWC79358|ALA POHA PL|toyota|7/25/2011
3ZPMX8BSLX51240|WAIOLU ST|dodge|1/2/2016
5RTVW13LZQF562815|NAWAHINE LP|porsche|3/22/2015
2GIXD85LWBH184943|NAWAHINE LP|peugot|5/11/2017
3MFUR13TRMS277411|UALENA ST|toyota|10/31/2013
1PSXS33VSZO156588|UALENA ST|porsche|8/22/2012
4RUVP91VPUV765785|UALENA ST|porsche|1/6/2017
3DFJV55SFTQ513380|LUKEPANE AVE|mercury|3/23/2016
2CDVD21QOXS92228|PUU KALA ST|mitsubishi|12/17/2012
5PWIC47HMRK93428|NALII ST|audi|7/10/2016
4BFKX77WMIT662154|MAHAOO PL|mitsubishi|8/19/2015
2OQIN63EDGD531338|HOENUI ST|plymouth|8/22/2013
3ZVVH80CEZT974017|HALUPA ST|alfa-romero|8/22/2013
1NMHZ54XBEZ28347|WAIAWA RD|audi|10/3/2015
5XAJM47NGFO681214|MOOLELO ST|plymouth|8/1/2011
5CBHT90BZGE15250|HOOMAHILU ST|toyota|6/12/2012
4MJZG93UNJN577145|PAPALI ST|volvo|9/3/2011
5MDYV85XBCC492561|PAPALI ST|plymouth|7/7/2013
2LNNB75DUOO578188|KEKUANONI ST|subaru|4/26/2015
1BRRI99ZPEJ134801|OLD FORT WEAVER RD|saab|8/25/2017
2JIIT19QYYU29739|FERDINAND AVE|saab|3/6/2012
1MXGO6WOCD108063|KAHUALENA ST|mercedes-benz|9/27/2016
2KLPK41HEZR199532|JUDD ST (SOUTH)|jaguar|7/7/2012
1NNJS37JUCI801630|OPAEKAA ST|chevrolet|10/2/2013
5TCEE5SIKV430555|WAINIHA ST|audi|5/12/2012
2CYIE88GUOV150941|WAINIHA ST|dodge|2/4/2015
3MXKY33GGCI227141|WAINIHA ST|renault|2/2/2013
2KCOR58LFUK479579|WAINIHA ST|mazda|6/16/2016
4SPQF43KAYP225266|ALEXANDER ST|chevrolet|1/21/2013
3SYVQ7HEBD65573|SPRECKELS ST|peugot|6/5/2014
5CYFN94SZVQ56150|HOLT ST|bmw|2/9/2012
1TWFC42OQWD80579|IOPONO LP|mercedes-benz|1/4/2011
4LZJV2WYGR937869|WAIAKAMILO RD|alfa-romero|3/16/2012
4ZCAN55NJMM522506|WAIAKAMILO RD|alfa-romero|5/23/2015
4UCCS51WASG462504|LAUPAI ST|peugot|8/12/2016
2VXCA45KOXO50430|NOELANI ST|honda|9/3/2012
3EKWI89KGNI188496|KEANU ST|subaru|5/3/2014
5LXMJ80TXFQ720408|PALANI AVE|honda|4/24/2012
1DEKK88NURZ29501|KOAE ST|jaguar|9/9/2015
3FDJS41VBOY232238|KALUAMOI PL|isuzu|6/30/2011
1EEDC2QKHQ513573|KALUAMOI PL|saab|7/27/2012
1IXPZ57XNXR3505|EDNA ST|mercedes-benz|9/25/2014
1AWNW48OLUU488464|SPRECKELS ST|volkswagen|4/28/2016
4YVDS74BAGS114173|SPRECKELS ST|volvo|8/13/2016
5GHYP83RYNG281001|SPRECKELS ST|plymouth|1/13/2012
2BEIM20OIWC129800|DOLE ST|plymouth|3/3/2012
2LPII30KCRD846946|DOMINIS ST|renault|10/7/2016
1IHUN69EBUH657315|HOIKE PL|volkswagen|8/19/2011
5VHIB65YRJB80517|HAKEA ST|volvo|2/24/2017
1GOMF10LNMT715808|HOIKE PL|honda|8/20/2013
5UODX28BKEG527138|HOIKE PL|subaru|2/20/2011
1XICJ34NKWY310275|KULAHANAI ST|mitsubishi|5/23/2011
5ICHX26QAFU840179|ISENBERG ST|alfa-romero|3/30/2012
3SCSO51FOLZ859415|PROSPECT ST|mercedes-benz|3/5/2016
4GQGN97MEVM234008|PALOLO AVE|subaru|6/24/2016
3OLEE61SGEC571118|UKALI ST|plymouth|10/29/2012
5PTCV83TEQB366197|KAHIMOE ST|volvo|6/28/2014
1TFLV47ZVLM493045|KAPAPAPUHI ST|mercedes-benz|6/20/2012
2PTNC33VHRK858299|PAKANU ST|nissan|12/31/2015
5DYPU13RUOI420726|KAWAEKU ST|mazda|9/27/2016
2EGVA26RIGN539334|AKAULA ST|isuzu|7/22/2017
2PDQT51LGKY36956|LAUIKI ST|saab|7/24/2011
5GGWL6ZBHK292547|WAILEPO ST|alfa-romero|3/2/2014
1VPBR34KFTQ343488|POHAKUPUNA RD|honda|7/15/2016
2OIOJ23EQXM699192|POHAKUPUNA RD|volkswagen|6/1/2015
4DIWP17VGTQ20965|EDNA ST|alfa-romero|8/15/2015
2MMDJ53TDYN1793|KEPUHI ST|mitsubishi|6/8/2012
4LCXB8JBPT695215|PIIKOI ST|saab|4/2/2016
4RHKI41ULYY744512|HAUSTEN ST|honda|2/22/2017
5MHZU53DLPT501232|ST JOHNS RD|chevrolet|11/28/2016
1GXHK51LSEP678471|AAPI WAY|plymouth|2/12/2016
4VRUY42GBBL720946|AAPI WAY|mitsubishi|5/12/2017
4LQTA0TDTH221882|PROSPECT ST|audi|10/30/2015
5SKSX13JQKA498320|HOOPUNI DR|volkswagen|10/28/2014
5MVDR85YSFV895356|PAPALI ST|isuzu|1/30/2016
4HRJF14JJVS364537|LOULU ST|mercury|6/14/2015
1OTBP92ZMZC114794|PETER ST|toyota|6/2/2011
1QRXU52TFTF276321|MALIKO ST|chevrolet|11/25/2013
4LQGP58ZDPH362687|MALIKO ST|plymouth|9/19/2012
1UDXQ1DFLA293560|WAHANE ST|peugot|3/11/2011
1GIIW19JSLN411184|KALUAMOI PL|mercedes-benz|5/1/2016
3ROSF15FBZC598553|KALUAMOI PL|dodge|6/17/2012
5ARZV46HRPC236070|LAULIMA ST|isuzu|4/23/2017
5ATDP88YVAP576709|KAMAHAO ST|jaguar|6/5/2017
5SPAT15JCMD907678|ISENBERG ST|toyota|4/16/2014
